latitude,longitude,Bus_lon,Bus_lat
-6.424026,53.324034,,
-6.393030655,53.32412858,,
-6.424026,53.324034,,
-6.371244,53.3188301,,
-6.3924925,53.32422997,,
-6.382842064,53.32775641,,
-6.371244,53.3188301,,
-6.3976682,53.3450848,,
-6.371244,53.3188301,,
-6.371244,53.3188301,,
-6.383713001,53.32792072,,
-6.443842,53.406686,,
-6.443674564,53.40749168,,
-6.444270627,53.40802547,,
-6.443524361,53.4079074,,
-6.4285762,53.3980007,,
-6.154628992,53.40012963,,
-6.1515643,53.4022629,,
-6.150158,53.400704,,
-6.154519106,53.40227368,,
-6.214169,53.408532,,
-6.215434,53.405249,,
-6.215772629,53.40620613,,
-6.403224526,53.3809497,,
-6.3986169,53.3800057,,
-6.399643421,53.3800902,,
-6.402837862,53.38082902,,
-6.430312905,53.39140321,,
-6.2280041,53.3003154,,
-6.2302652,53.2980183,,
-6.238638,53.305992,,
-6.228462,53.300665,,
-6.220439,53.298988,,
-6.190824,53.368391,,
-6.182091,53.363218,,
-6.2192637,53.3661718,,
-6.183379,53.363147,,
-6.183251025,53.36308634,,
-6.197391,53.360758,,
-6.180388,53.362431,,
-6.17951,53.363042,,
-6.193937,53.363522,,
-6.2192637,53.3661718,,
-6.181068,53.361576,,
-6.219809,53.364468,,
-6.2192637,53.3661718,,
-6.193908,53.363693,,
-6.182180643,53.36306335,,
-6.226734817,53.39868713,,
-6.104106903,53.28374134,,
-6.097136,53.271828,,
-6.097334,53.272257,,
-6.104621887,53.28388887,,
-6.0933777,53.2738298,,
-6.2562288,53.3124905,,
-6.25605,53.31259,,
-6.253796111,53.30993907,,
-6.148039,53.487679,,
-6.155225,53.488196,,
-6.149904,53.484926,,
-6.152080894,53.48731461,,
-6.15187,53.487338,,
-6.155144,53.488397,,
-6.17487,53.493282,,
-6.159736,53.487939,,
-6.150197983,53.48701139,,
-6.149579,53.487323,,
-6.15938,53.48901,,
-6.157247,53.489186,,
-6.2240513,53.3122999,,
-6.246446,53.325751,,
-6.2150244,53.3184299,,
-6.22625,53.313185,,
-6.244422,53.325878,,
-6.231404,53.316417,,
-6.244128,53.325695,,
-6.221651,53.31133,,
-6.231265,53.319599,,
-6.243549,53.327477,,
-6.246082,53.325952,,
-6.24618205,53.3261748,,
-6.2301694,53.318946,,
-6.2591388,53.3658607,,
-6.2369135,53.373804,,
-6.2433479,53.3641913,,
-6.23528823,53.37969805,,
-6.243560314,53.37681338,,
-6.250255108,53.37375393,,
-6.244489924,53.37602446,,
-6.249442,53.363268,,
-6.248078,53.364312,,
-6.244433,53.375934,,
-6.259948,53.365144,,
-6.242748,53.377014,,
-6.24674836,53.36426287,,
-6.263696,53.347678,,
-6.2678916,53.3464158,,
-6.26723,53.35162,,
-6.238143,53.349776,,
-6.261281633,53.34709825,,
-6.264864,53.355418,,
-6.238759412,53.34988461,,
-6.2631109,53.3467588,,
-6.258349,53.353989,,
-6.25328,53.351397,,
-6.258349,53.353989,,
-6.2867838,53.291295,,
-6.261557365,53.34749406,,
-6.231125636,53.34985328,,
-6.2679116,53.3524931,,
-6.256096198,53.35020001,,
-6.25521183,53.35162581,,
-6.25838534,53.35580388,,
-6.264247656,53.35111489,,
-6.23553478,53.34813375,,
-6.26421065,53.35096999,,
-6.251306534,53.35090995,,
-6.2631109,53.3467588,,
-6.268912,53.3492476,,
-6.267827895,53.3493997,,
-6.2661897,53.346945,,
-6.263412684,53.34785425,,
-6.257641,53.355563,,
-6.247937679,53.34965216,,
-6.2576361,53.3555635,,
-6.250616,53.352433,,
-6.251027584,53.35265185,,
-6.270596981,53.35095863,,
-6.258709431,53.35408631,,
-6.259782314,53.35350997,,
-6.266321845,53.34745324,,
-6.260423,53.331932,,
-6.247449,53.344305,,
-6.254889965,53.34678546,,
-6.24148,53.338592,,
-6.269177,53.343546,,
-6.264516,53.332334,,
-6.247719,53.345492,,
-6.261799673,53.33702041,,
-6.246880301,53.33467877,,
-6.254869672,53.34575054,,
-6.243712888,53.34337732,,
-6.254845,53.345728,,
-6.246880301,53.33467877,,
-6.246880301,53.33467877,,
-6.260528,53.346417,,
-6.245362759,53.33589592,,
-6.236797,53.345488,,
-6.247912,53.345497,,
-6.254845,53.345728,,
-6.265956759,53.33888762,,
-6.268463,53.3435916,,
-6.2684952,53.3449854,,
-6.243598,53.340887,,
-6.2673661,53.3466904,,
-6.244461536,53.33889403,,
-6.2676874,53.3441377,,
-6.250917,53.338109,,
-6.2379528,53.345777,,
-6.225339694,53.33353335,,
-6.2271879,53.32933535,,
-6.234548,53.338535,,
-6.228739,53.333463,,
-6.233056784,53.3246661,,
-6.228739,53.333463,,
-6.231676,53.341598,,
-6.205135471,53.31286294,,
-6.2345117,53.3413807,,
-6.232233346,53.32493311,,
-6.232233346,53.32493311,,
-6.2815779,53.3498066,,
-6.285193847,53.34745866,,
-6.268969259,53.35682426,,
-6.275717,53.346421,,
-6.272863,53.349099,,
-6.28332818,53.34735448,,
-6.275083848,53.3514087,,
-6.2885935,53.3366225,,
-6.2758007,53.3390596,,
-6.267985,53.339878,,
-6.287838953,53.33639207,,
-6.2797282,53.3383511,,
-6.282935143,53.34572226,,
-6.270704269,53.33624827,,
-6.2834408,53.3456774,,
-6.288737,53.336697,,
-6.287394,53.33819,,
-6.267985,53.339878,,
-6.280268,53.33827,,
-6.282556,53.345849,,
-6.2822162,53.3379655,,
-6.2763095,53.340676,,
-6.279808,53.338641,,
-6.28764,53.33842,,
-6.275003,53.33318,,
-6.2797282,53.3383511,,
-6.282283,53.33655,,
-6.26682198,53.33448123,,
-6.273809,53.339936,,
-6.2835266,53.3464802,,
-6.280894,53.346079,,
-6.295275,53.347226,,
-6.2696934,53.3396035,,
-6.2809393,53.3458886,,
-6.2885935,53.3366225,,
-6.274587,53.335596,,
-6.276687896,53.34530023,,
-6.286868,53.337217,,
-6.2905848,53.3436094,,
-6.2688589,53.3407133,,
-6.290486504,53.33437471,,
-6.275961399,53.33447367,,
-6.0957426,53.5215761,,
-6.268468,53.344624,,
-6.287856415,53.34024054,,
-6.295948866,53.33794147,,
-6.289769056,53.339133,,
-6.2811198,53.3371476,,
-6.243578195,53.28061705,,
-6.242264,53.288634,,
-6.242009,53.288916,,
-6.235792637,53.2864314,,
-6.236958,53.286535,,
-6.23825,53.292411,,
-6.245494,53.29473,,
-6.242331862,53.28052411,,
-6.2447162,53.2952393,,
-6.243231,53.283286,,
-6.2421006,53.2887303,,
-6.234582,53.28538,,
-6.234778,53.286403,,
-6.136249,53.294943,,
-6.134012998,53.29354292,,
-6.135521472,53.29273126,,
-6.129909,53.291825,,
-6.137106,53.295991,,
-6.142157,53.269948,,
-6.142159,53.295806,,
-6.136443,53.295942,,
-6.156134,53.281101,,
-6.142157,53.269948,,
-6.137106,53.295991,,
-6.146728,53.295465,,
-6.13375,53.293483,,
-6.142912,53.269103,,
-6.135141,53.290861,,
-6.144162,53.289905,,
-6.132005,53.2899109,,
-6.1423032,53.2712731,,
-6.134490967,53.2949007,,
-6.142162085,53.28674311,,
-6.142162085,53.28674311,,
-6.142162085,53.28674311,,
-6.140254794,53.28236416,,
-6.230032,53.352891,,
-6.235781908,53.35819728,,
-6.239562,53.364091,,
-6.238987,53.364037,,
-6.244225502,53.36356273,,
-6.293878,53.401148,,
-6.2993465,53.4025361,,
-6.299674273,53.39285459,,
-6.2897619,53.3817894,,
-6.299225,53.392517,,
-6.288829208,53.3808946,,
-6.289061308,53.40569318,,
-6.180260181,53.26608564,,
-6.181218,53.264104,,
-6.2766741,53.3768281,,
-6.277882,53.377308,,
-6.276789,53.37932,,
-6.277282,53.376983,,
-6.268875,53.375258,,
-6.272172,53.365801,,
-6.2897619,53.3817894,,
-6.232121,53.298941,,
-6.232602,53.298758,,
-6.23488605,53.34272463,,
-6.237155199,53.3423403,,
-6.240182,53.342833,,
-6.237015724,53.34515605,,
-6.236945987,53.34564219,,
-6.237616164,53.34563282,,
-6.2305803,53.341769,,
-6.231125593,53.34197199,,
-6.240182,53.342833,,
-6.236797,53.345488,,
-6.236069,53.345826,,
-6.23157,53.3422883,,
-6.231844425,53.34040581,,
-6.234961152,53.34278068,,
-6.238185167,53.34446687,,
-6.236393191,53.34261181,,
-6.237224936,53.33864332,,
-6.240212917,53.34273744,,
-6.065347393,53.38714787,,
-6.057367,53.377559,,
-6.0844953,53.3913248,,
-6.0687464,53.3876348,,
-6.0659362,53.3867664,,
-6.0844953,53.3913248,,
-6.0630905,53.3874454,,
-6.066053,53.386397,,
-6.084594,53.391509,,
-6.060583,53.380111,,
-6.239034,53.349712,,
-6.230578423,53.34914108,,
-6.238601,53.349967,,
-6.238678694,53.34935499,,
-6.247654,53.35068,,
-6.23786529,53.3484026,,
-6.243978739,53.34922491,,
-6.237941,53.349291,,
-6.243911,53.348303,,
-6.23760581,53.34961949,,
-6.242611,53.349353,,
-6.239243,53.350015,,
-6.241755,53.349687,,
-6.246019,53.350602,,
-6.244697571,53.34974438,,
-6.238833,53.350247,,
-6.230320705,53.34867781,,
-6.319058,53.338906,,
-6.319155,53.339186,,
-6.322482,53.337516,,
-6.320015,53.339136,,
-6.319616437,53.33914917,,
-6.3153443,53.3408563,,
-6.314768,53.341221,,
-6.311108172,53.3411083,,
-6.319831,53.338983,,
-6.325990094,53.33620588,,
-6.321674046,53.33861624,,
-6.310771,53.346834,,
-6.3001412,53.347999,,
-6.310734,53.346629,,
-6.302529,53.348092,,
-6.311464702,53.34697534,,
-6.1528968,53.388161,,
-6.200666428,53.37411237,,
-6.114449501,53.25710102,,
-6.114664078,53.25728073,,
-6.3139548,53.3419427,,
-6.2982288,53.3417114,,
-6.304682,53.338792,,
-6.297263,53.341997,,
-6.297263,53.341997,,
-6.296293885,53.34184685,,
-6.305778786,53.33982536,,
-6.312969422,53.34242308,,
-6.29682,53.342774,,
-6.3017277,53.341085,,
-6.29673779,53.34174171,,
-6.296629,53.341846,,
-6.322761655,53.34151271,,
-6.301538944,53.31195478,,
-6.292693019,53.31781009,,
-6.3281583,53.2723179,,
-6.321706,53.288888,,
-6.453200122,53.36122954,,
-6.4317546,53.3553362,,
-6.4300663,53.357449,,
-6.431102,53.357298,,
-6.454575062,53.33684727,,
-6.453459,53.354698,,
-6.453233957,53.35582167,,
-6.4178062,53.3419924,,
-6.159727,53.526062,,
-6.179321,53.404058,,
-6.180705,53.404518,,
-6.130843163,53.44380359,,
-6.137613058,53.44359783,,
-6.154462695,53.45469751,,
-6.199835927,53.45057076,,
-6.15065039,53.44331983,,
-6.15834261,53.45128366,,
-6.15588895,53.438791,,
-6.153223515,53.43727869,,
-6.154725552,53.43848021,,
-6.189358234,53.45192478,,
-6.180143,53.404221,,
-6.137613058,53.44359783,,
-6.137613058,53.44359783,,
-6.137087345,53.44355438,,
-6.245985031,53.31612109,,
-6.246735,53.312776,,
-6.25147,53.313375,,
-6.248732,53.312941,,
-6.250004,53.313809,,
-6.25763,53.271213,,
-6.246824,53.314432,,
-6.2494189,53.3127616,,
-6.145306,53.293335,,
-6.159746,53.293631,,
-6.161488,53.294464,,
-6.16362,53.294814,,
-6.162514,53.292803,,
-6.14935,53.294972,,
-6.148644,53.295431,,
-6.144846018,53.29275967,,
-6.145842075,53.29215602,,
-6.148608,53.294,,
-6.152591,53.291543,,
-6.145458,53.292478,,
-6.219764,53.29896,,
-6.1464875,53.2827231,,
-6.24304533,53.3570581,,
-6.238780618,53.34932608,,
-6.433378825,53.39279574,,
-6.43436,53.392249,,
-6.435894217,53.39184962,,
-6.440308,53.397111,,
-6.437302494,53.3927361,,
-6.3821178,53.350705,,
-6.377037,53.331938,,
-6.376941204,53.33274384,,
-6.378718,53.332538,,
-6.377037,53.331938,,
-6.378679276,53.33143681,,
-6.365332603,53.30174879,,
-6.265700285,53.35653948,,
-6.273167,53.364448,,
-6.265926,53.3560714,,
-6.1502519,53.4193726,,
-6.1529279,53.4196738,,
-6.1337584,53.4320551,,
-6.150262356,53.41937958,,
-6.150691782,53.41880993,,
-6.144565344,53.41836933,,
-6.1465173,53.4189124,,
-6.153935949,53.42106934,,
-6.151229,53.419061,,
-6.146421432,53.41839491,,
-6.1502519,53.4193726,,
-6.1529279,53.4196738,,
-6.153935949,53.42106934,,
-6.1337584,53.4320551,,
-6.267049,53.330364,,
-6.2667643,53.3304247,,
-6.167109,53.376251,,
-6.18840091,53.37647594,,
-6.165733337,53.37537969,,
-6.165699,53.375473,,
-6.167818532,53.37616377,,
-6.2508595,53.3244109,,
-6.250805,53.328828,,
-6.2539703,53.3274806,,
-6.2574139,53.3281559,,
-6.4710705,53.28194,,
-0.093157,51.470758,,
-6.262789,53.268792,,
-6.280101,53.293328,,
-6.319327354,53.27286136,,
-6.286852,53.299484,,
-6.28624177,53.29752208,,
-6.300517,53.27907,,
-6.2872313,53.2984006,,
-6.271012,53.314123,,
-6.266884804,53.31146761,,
-6.269533,53.308502,,
-6.272929,53.313138,,
-6.279217,53.311356,,
-6.263172626,53.31976148,,
-6.266534436,53.32640156,,
-6.268155,53.325244,,
-6.262666,53.316285,,
-6.262802,53.316358,,
-6.267367601,53.32238903,,
-6.266093,53.326824,,
-6.263396638,53.31627047,,
-6.264748177,53.3254043,,
-6.266261,53.318036,,
-6.262606,53.3195614,,
-6.2545826,53.3252744,,
-6.266139038,53.32870268,,
-6.269480677,53.32537589,,
-6.268120265,53.32531775,,
-6.2991077,53.3343882,,
-6.29319191,53.33809968,,
-6.2982992,53.330693,,
-6.2276214,53.340836,,
-6.227626336,53.34083544,,
-6.234917,53.341424,,
-6.235306,53.339698,,
-6.23221457,53.33993819,,
-6.227499,53.341132,,
-6.231876612,53.34055955,,
-6.0846929,53.5220128,,
-6.086851,53.522324,,
-6.440574088,53.28209272,,
-6.4445738,53.2778513,,
-6.4402112,53.28389,,
-6.4404668,53.2824391,,
-6.45046272,53.28116205,,
-6.443234682,53.28017486,,
-6.445262432,53.27847875,,
-6.4404668,53.2824391,,
-6.4510401,53.2814272,,
-6.44996131,53.28051753,,
-6.4448844,53.2783812,,
-6.426166117,53.28278061,,
-6.4406691,53.2813933,,
-6.4497417,53.280391,,
-6.117804,53.286327,,
-6.117874,53.286295,,
-6.117562,53.28617,,
-6.12103,53.287261,,
-6.222014,53.2624202,,
